userID,hoursPlayed,level,pelletsEaten,fruitEaten,ghostsEaten,avgScore,maxScore,totalScore,churned
613080137,1666,141,44982,637,858,934,5265,297537,T
965130979,1297,11,66147,637,833,467,5056,297293,F
728887496,1436,39,78980,637,600,467,9849,297678,T
723666584,1111,1,65549,637,2608,467,10242,297443,F
170000637,1107,35,35424,637,874,467,5644,297894,F
340492197,1412,18,79072,637,736,2337,7220,297256,T
962547719,1441,1,138336,637,3532,467,10234,297496,T
136589593,1322,39,76676,637,1061,467,9452,297192,F
895109021,1799,134,35980,637,1262,1402,6982,297347,T
047462716,1279,28,54997,637,4104,467,7487,298062,F
221037424,1390,42,107030,637,799,1869,7955,297969,T
885810324,1144,19,97240,637,1298,467,7054,298061,F
501505393,1613,136,137105,637,1594,934,7282,297239,T
994171740,1334,34,78706,637,4360,467,7291,297474,F
097793302,1255,42,81575,637,965,1402,4741,297996,T
043288641,1111,1,54439,637,1603,467,9589,297924,F
404975147,1846,109,99684,637,613,934,4877,297348,T
757929719,1121,1,77349,637,903,467,7176,297468,F
315417260,1351,22,131047,637,1310,1869,7107,297307,T
395717368,1210,2,27830,637,2306,467,7254,297910,F
804735899,1591,92,147963,637,625,467,9956,297733,T
595321072,1333,28,61318,637,4228,467,9980,298114,F
967164250,1613,128,127427,637,760,934,6962,297954,T
544068066,1304,31,123880,637,632,467,7164,297880,F
035405074,1351,1,87815,637,21468,1869,7677,298007,T
387172421,1145,39,81295,637,580,467,4868,297711,F
339664241,1427,1,128430,637,853,934,5372,297353,T
665423176,1204,20,58996,637,704,467,7261,297263,F
694340610,1634,94,49020,637,900,467,7010,298003,T
021113458,1367,61,131232,637,1423,467,9767,297940,F
616485565,1470,11,117600,637,15505,2337,7428,297457,T
363643803,1146,57,24066,637,2877,467,5056,297416,F
150315578,1781,82,156728,637,644,467,5663,298156,T
835115235,1243,13,95711,637,5367,467,9425,297930,F
858308802,1308,53,64092,637,12685,934,5360,297610,T
920499473,1107,42,91881,637,830,467,6970,297754,F
640922606,1711,111,68440,637,561,1402,5294,297458,T
913783497,1213,26,92188,637,1423,467,10254,297455,F
912819776,1510,2,36240,637,742,1869,9345,297371,T
872761026,1249,18,66197,637,604,467,9966,297550,F
799927362,1617,117,53361,637,1280,934,7825,297740,T
538579466,1136,1,68160,637,1061,467,5435,298159,F
014240916,1816,141,107144,637,792,1402,5388,297437,T
873090043,1253,1,122794,637,1681,467,5244,297593,F
225150120,1643,128,100223,637,614,934,4829,297307,T
212870100,1243,28,90739,637,2365,467,7261,297459,F
917908646,1392,42,52896,637,1446,1402,5593,297984,T
281876614,1123,49,69626,637,1661,467,7048,297452,F
890604081,1684,128,48836,637,2514,467,5085,297733,T
150060348,1301,16,83264,637,637,467,4736,297205,F
896890290,1734,139,164730,637,4165,467,9463,297735,T
978056856,1269,28,44415,637,1049,467,9467,297849,F
112079550,1686,136,64068,637,1541,1402,7096,297183,T
554623176,1159,48,71858,637,880,467,4730,297315,F
962770889,1806,84,164346,637,1525,467,4662,298127,T
974377283,1184,46,27232,637,3101,467,9334,297975,F
179983204,1809,135,115776,637,1585,467,7858,297603,T
850657562,1357,11,73278,637,3672,467,10115,297339,F
324112268,1338,19,128448,637,667,1869,5145,298023,T
963054242,1224,16,62424,637,1368,467,5219,297641,F
524353190,1413,60,52281,637,965,1402,9955,297690,T
038160108,1166,42,62964,637,1240,467,7125,298141,F
154841895,1680,129,63840,637,1134,934,4714,297196,T
372888840,1103,47,97064,637,564,467,7546,297912,F
605753991,1452,3,119064,637,558,2337,10121,297263,T
567835615,1267,31,43078,637,2037,467,9966,297285,F
681519823,1496,45,47872,637,1446,1869,7353,297834,T
376240467,1320,35,64680,637,927,467,10016,297858,F
198561420,1248,39,62400,637,2215,2337,4656,297348,T
498248051,1246,40,53578,637,2114,467,9861,297952,F
313213464,1254,5,65208,637,828,934,7572,297663,T
536766995,1330,42,94430,637,955,467,5593,297297,F
571926518,1265,29,27830,637,1073,2337,9603,297872,T
428016879,1117,28,110583,637,679,467,5634,297981,F
379271198,1349,1,130853,637,1924,1402,4660,297486,T
520277089,1281,5,75579,637,1681,467,4674,297547,F
705591465,1447,1,111419,637,674,1869,4678,297848,T
423869726,1270,1,59690,637,888,467,5364,297954,F
332711752,1791,135,80595,637,5472,467,9651,297584,T
641937190,1192,51,118008,637,4044,467,7686,297531,F
988914394,1355,1,55555,637,1162,1869,7873,297636,T
316495038,1166,1,45474,637,669,467,5475,297488,F
388452369,1433,11,136135,637,773,2337,7092,297454,T
229424407,1397,31,101981,637,563,467,4831,297403,F
872813754,1118,15,42484,637,2250,467,7501,297323,F
797333985,1605,141,134820,637,4983,467,7834,297909,T
043928644,1422,32,76788,637,927,2337,9824,297917,T
947591335,1114,10,50130,637,1712,467,9427,297809,F
985507072,1259,1,74281,637,840,1869,9639,297535,T
551813176,1217,43,109530,637,912,467,9903,297381,F
535094728,1642,135,54186,637,1090,467,10332,297813,T
112591560,1109,44,38815,637,646,467,7710,298056,F
983346458,1643,57,87079,637,779,934,9597,297989,T
204950477,1344,49,108864,637,1395,467,4870,297599,F
846974881,1639,78,136037,637,1993,467,9583,297919,T
743327995,1311,51,76038,637,1234,467,9629,297437,F
803888567,1408,1,105600,637,1594,934,7101,297612,T
340839998,1206,3,37386,637,3987,467,7856,297174,F
258519385,1256,31,97968,637,719,467,5003,297338,F
387915611,1833,138,164970,637,622,934,10141,297375,T
