userID,hoursPlayed,level,pelletsEaten,fruitEaten,ghostsEaten,avgScore,maxScore,totalScore,churned
699468692,812,17,19488,185,180,376,1948,69390,T
744670254,955,49,95500,185,467,1506,1930,69696,F
382801186,741,9,24453,185,163,1129,3799,69887,T
513169744,926,47,88896,185,153,1506,3170,70101,F
203699835,4041,75,230337,185,559,1882,3727,70057,T
894826462,853,1,61416,185,187,1882,2499,69718,F
684021011,744,27,39432,185,154,753,1915,70038,T
622046340,675,45,41850,185,508,1882,3811,70033,F
429050097,4230,29,241110,185,222,1506,2962,69588,T
809292835,955,18,84995,185,140,1882,3368,69667,F
121707108,4044,51,388224,185,310,1882,2096,70087,T
388044575,677,20,50775,185,177,1882,2778,69884,F
979186778,797,26,35865,185,1118,753,3756,69368,T
152550731,802,5,48120,185,608,1882,3598,69171,F
289828143,734,28,52848,185,688,1882,3835,69437,F
656433388,883,1,24724,185,550,1129,3814,70127,T
887623115,4054,38,166214,185,185,1882,3059,69326,T
090478259,936,42,73944,185,220,1506,2337,69405,F
821807363,4142,65,385206,185,245,1506,1651,69749,T
755701740,948,48,90060,185,366,1882,2833,69644,F
902156313,743,18,16346,185,282,1882,2118,70060,F
987707602,855,1,41040,185,505,1129,3002,69804,T
837241709,964,1,80012,185,260,753,2473,69242,T
166243740,803,25,26499,185,178,1882,2645,69205,F
958485869,722,26,46930,185,4262,376,3186,69364,T
114118383,841,1,76531,185,253,1882,1513,70088,F
732594175,4114,32,300322,185,467,1882,3170,69833,T
639417638,682,48,68200,185,344,1506,2873,69725,F
926813825,4270,50,328790,185,217,1506,3058,69763,T
308557840,692,22,40136,185,250,1506,2241,69180,F
226808322,869,40,56485,185,13640,376,2714,69746,T
410449664,716,16,19332,185,145,1882,3467,69723,F
607467885,763,5,74774,185,5246,753,2851,69660,T
988322620,833,45,32487,185,171,1882,3199,69963,F
394055365,4223,52,354732,185,442,1506,2428,70149,T
471682395,838,1,36872,185,157,1882,2272,69296,F
392309605,942,30,48042,185,163,1882,2531,69306,F
833028942,837,24,70308,185,317,376,1794,69567,T
467232574,944,2,30208,185,520,1129,2170,69787,T
716184773,927,37,25029,185,378,1506,2400,69861,F
628068484,954,1,89676,185,725,753,2432,70060,T
320318682,839,19,72154,185,143,1882,3146,69550,F
757852714,874,54,22724,185,6820,753,2985,69454,T
220589441,733,52,16859,185,396,1882,2406,70095,F
107160050,4156,35,249360,185,1240,1882,3144,69510,T
613307404,702,25,33696,185,1002,1882,1666,69591,F
561777198,773,4,62613,185,897,1129,2405,70012,T
743068168,853,39,37532,185,537,1506,2501,69861,F
612168522,782,18,64906,185,358,376,2560,69284,T
372542993,703,19,36556,185,153,1506,2034,70136,F
868155292,940,15,46060,185,682,1882,1475,69504,F
288214289,4028,60,298072,185,5246,1506,2213,69911,T
079580045,4199,18,419900,185,292,1882,2602,69699,T
849193915,838,1,27654,185,218,1882,2321,69680,F
496413727,709,9,23397,185,448,1506,2257,69175,F
405766989,792,1,77616,185,168,753,3066,70001,T
521387477,4196,38,264348,185,222,1882,2657,69178,T
666298578,786,1,69954,185,508,1506,2145,69263,F
489502313,4249,65,148715,185,168,1882,3092,69167,T
798355024,741,23,65208,185,149,1506,3496,69333,F
410022554,4127,59,400319,185,154,1882,3373,69775,T
084238598,703,28,52725,185,229,1882,1921,69684,F
848272878,852,42,73272,185,234,1506,2455,70092,F
953867619,763,22,35861,185,204,376,3352,69773,T
904977828,4150,36,340300,185,163,1882,3053,69690,T
520377464,862,1,58616,185,2273,1506,3157,69632,F
083130238,912,1,82992,185,163,1882,3420,69261,F
387822653,801,1,59274,185,625,1129,1511,69987,T
915028441,955,1,35335,185,207,376,2560,69608,T
760078744,973,12,30163,185,240,1506,2916,69344,F
736082076,861,21,63714,185,301,1506,2382,69672,F
580634654,839,54,34399,185,247,376,3275,69814,T
423339337,4088,47,355656,185,148,1506,1649,69771,T
219627451,748,2,24684,185,211,1882,1517,70010,F
065935890,960,44,63360,185,187,1882,2228,69978,F
493686785,947,20,46403,185,582,376,2152,70099,T
770867932,750,25,36750,185,191,376,1932,69798,T
701532059,849,8,79806,185,147,1882,3099,70056,F
775112524,879,46,20217,185,136,753,3711,69433,T
378987788,954,8,55332,185,541,1506,1909,69400,F
447355020,963,1,83781,185,323,1129,2784,70119,T
405562249,826,16,28084,185,234,1882,3532,69242,F
117560517,698,25,55840,185,1515,1882,3873,69381,F
760635969,748,4,66572,185,198,1129,1540,70049,T
641105329,768,16,19968,185,717,1882,3089,69738,F
328830217,4011,39,176484,185,142,1882,2172,69175,T
956513462,4215,77,223395,185,157,1506,3310,69460,T
006749874,778,52,71576,185,921,1882,2231,69381,F
500683795,4008,37,392784,185,244,1506,3173,69874,T
930047850,725,7,59450,185,347,1506,2975,69784,F
811329989,885,46,43365,185,259,1882,3445,69809,F
343785274,973,27,72975,185,885,753,3044,69500,T
239628513,690,40,31740,185,241,753,3653,69703,T
845403949,847,46,66066,185,137,1882,3113,70058,F
285485837,899,31,43152,185,802,1129,2137,70114,T
955079367,874,24,23598,185,175,1506,2914,69970,F
495103182,688,20,19264,185,163,1882,2650,69545,F
579392230,697,16,34153,185,253,753,3523,69994,T
006028443,952,1,29512,185,193,1506,2446,69952,F
526112372,817,1,50654,185,741,753,3239,69281,T
